id,session_id,total_events,started_at,finished_at,inserted_at
1000020357334,1000000166931,1,2019-01-05 00:51:58.747000000,2019-01-05 00:51:58.747000000,2019-01-05 00:52:00.152000000
1000020357335,1000000157970,1,2019-01-05 00:51:58.105000000,2019-01-05 00:51:58.105000000,2019-01-05 00:52:00.680000000
1000020357346,1000000168769,1,2019-01-05 00:51:58.524000000,2019-01-05 00:51:58.524000000,2019-01-05 00:52:00.252000000
1000020357355,1000000168786,3,2019-01-05 00:51:59.128000000,2019-01-05 00:52:02.225000000,2019-01-05 00:52:05.660000000
1000020357356,1000000171064,1,2019-01-05 00:51:56.262000000,2019-01-05 00:51:56.262000000,2019-01-05 00:52:00.106000000
1000020357362,1000000162966,1,2019-01-05 00:51:59.402000000,2019-01-05 00:51:59.402000000,2019-01-05 00:52:00.256000000
1000020357363,1000000164904,1,2019-01-05 00:51:59.412000000,2019-01-05 00:51:59.412000000,2019-01-05 00:52:00.225000000
1000020357368,1000000163956,1,2019-01-05 00:51:57.257000000,2019-01-05 00:51:57.257000000,2019-01-05 00:52:00.670000000
1000020357372,1000000167817,1,2019-01-05 00:52:00.507000000,2019-01-05 00:52:00.507000000,2019-01-05 00:52:05.195000000
1000020357373,1000000168757,1,2019-01-05 00:52:00.450000000,2019-01-05 00:52:00.450000000,2019-01-05 00:52:05.104000000
1000020357382,1000000174027,2,2019-01-05 00:51:58.611000000,2019-01-05 00:52:01.205000000,2019-01-05 00:52:05.280000000
1000020357384,1000000169039,1,2019-01-05 00:52:01.513000000,2019-01-05 00:52:01.513000000,2019-01-05 00:52:05.330000000
1000020357391,1000000173006,1,2019-01-05 00:52:01.996000000,2019-01-05 00:52:01.996000000,2019-01-05 00:52:05.185000000
1000020357392,1000000172067,1,2019-01-05 00:52:02.100000000,2019-01-05 00:52:02.100000000,2019-01-05 00:52:05.300000000
1000020357394,1000000168763,1,2019-01-05 00:52:01.984000000,2019-01-05 00:52:01.984000000,2019-01-05 00:52:05.263000000
1000020357399,1000000163878,1,2019-01-05 00:52:02.251000000,2019-01-05 00:52:02.251000000,2019-01-05 00:52:05.300000000
1000020357402,1000000172010,1,2019-01-05 00:52:02.296000000,2019-01-05 00:52:02.296000000,2019-01-05 00:52:05.660000000
1000020357405,1000000167831,1,2019-01-05 00:52:02.345000000,2019-01-05 00:52:02.345000000,2019-01-05 00:52:05.242000000
1000020357406,1000000170058,1,2019-01-05 00:52:02.348000000,2019-01-05 00:52:02.348000000,2019-01-05 00:52:05.215000000
1000020357407,1000000167884,1,2019-01-05 00:52:02.425000000,2019-01-05 00:52:02.425000000,2019-01-05 00:52:05.101000000
1000020357408,1000000162969,1,2019-01-05 00:52:02.457000000,2019-01-05 00:52:02.457000000,2019-01-05 00:52:05.157000000
1000020357409,1000000163916,1,2019-01-05 00:52:02.746000000,2019-01-05 00:52:02.746000000,2019-01-05 00:52:05.186000000
1000020357416,1000000168782,1,2019-01-05 00:52:02.984000000,2019-01-05 00:52:02.984000000,2019-01-05 00:52:05.138000000
1000020357421,1000000170080,1,2019-01-05 00:52:04.240000000,2019-01-05 00:52:04.240000000,2019-01-05 00:52:05.104000000
1000020357424,1000000172045,1,2019-01-05 00:52:04.183000000,2019-01-05 00:52:04.183000000,2019-01-05 00:52:05.170000000
1000020357425,1000000174027,1,2019-01-05 00:52:01.506000000,2019-01-05 00:52:01.506000000,2019-01-05 00:52:05.106000000
1000020357428,1000000175001,1,2019-01-05 00:52:04.400000000,2019-01-05 00:52:04.400000000,2019-01-05 00:52:05.370000000
1000020357432,1000000161955,1,2019-01-05 00:52:05.159000000,2019-01-05 00:52:05.159000000,2019-01-05 00:52:10.263000000
1000020357437,1000000170044,1,2019-01-05 00:52:02.810000000,2019-01-05 00:52:02.810000000,2019-01-05 00:52:05.129000000
1000020357439,1000000171050,1,2019-01-05 00:52:05.761000000,2019-01-05 00:52:05.761000000,2019-01-05 00:52:10.142000000
1000020357442,1000000156899,1,2019-01-05 00:52:05.642000000,2019-01-05 00:52:05.642000000,2019-01-05 00:52:10.252000000
1000020357444,1000000171024,1,2019-01-05 00:52:02.925000000,2019-01-05 00:52:02.925000000,2019-01-05 00:52:05.670000000
1000020357446,1000000170059,1,2019-01-05 00:52:05.699000000,2019-01-05 00:52:05.699000000,2019-01-05 00:52:10.770000000
1000020357452,1000000165796,1,2019-01-05 00:52:06.370000000,2019-01-05 00:52:06.370000000,2019-01-05 00:52:10.136000000
1000020357453,1000000169079,1,2019-01-05 00:52:06.600000000,2019-01-05 00:52:06.600000000,2019-01-05 00:52:10.306000000
1000020357459,1000000157970,1,2019-01-05 00:52:06.971000000,2019-01-05 00:52:06.971000000,2019-01-05 00:52:10.300000000
1000020357460,1000000169095,1,2019-01-05 00:52:07.356000000,2019-01-05 00:52:07.356000000,2019-01-05 00:52:10.256000000
1000020357462,1000000158975,1,2019-01-05 00:52:07.307000000,2019-01-05 00:52:07.307000000,2019-01-05 00:52:10.307000000
1000020357472,1000000169040,1,2019-01-05 00:52:05.676000000,2019-01-05 00:52:05.676000000,2019-01-05 00:52:10.174000000
1000020357474,1000000170094,1,2019-01-05 00:52:08.860000000,2019-01-05 00:52:08.860000000,2019-01-05 00:52:10.145000000
1000020357479,1000000166921,1,2019-01-05 00:52:08.739000000,2019-01-05 00:52:08.739000000,2019-01-05 00:52:10.146000000
1000020357483,1000000172063,1,2019-01-05 00:52:08.841000000,2019-01-05 00:52:08.841000000,2019-01-05 00:52:10.231000000
1000020357484,1000000172037,1,2019-01-05 00:52:08.826000000,2019-01-05 00:52:08.826000000,2019-01-05 00:52:10.114000000
1000020357506,1000000165830,1,2019-01-05 00:52:10.962000000,2019-01-05 00:52:10.962000000,2019-01-05 00:52:15.670000000
1000020357508,1000000165874,1,2019-01-05 00:52:10.518000000,2019-01-05 00:52:10.518000000,2019-01-05 00:52:15.100000000
1000020357509,1000000170017,1,2019-01-05 00:52:10.583000000,2019-01-05 00:52:10.583000000,2019-01-05 00:52:15.183000000
1000020357511,1000000156926,1,2019-01-05 00:52:10.497000000,2019-01-05 00:52:10.497000000,2019-01-05 00:52:15.290000000
1000020357516,1000000174009,1,2019-01-05 00:52:11.140000000,2019-01-05 00:52:11.140000000,2019-01-05 00:52:15.670000000
1000020357523,1000000164917,1,2019-01-05 00:52:11.766000000,2019-01-05 00:52:11.766000000,2019-01-05 00:52:15.143000000
1000020357527,1000000169055,1,2019-01-05 00:52:12.296000000,2019-01-05 00:52:12.296000000,2019-01-05 00:52:15.103000000
1000020357528,1000000165850,1,2019-01-05 00:52:12.380000000,2019-01-05 00:52:12.380000000,2019-01-05 00:52:15.730000000
1000020357529,1000000174028,1,2019-01-05 00:52:12.580000000,2019-01-05 00:52:12.580000000,2019-01-05 00:52:15.215000000
1000020357530,1000000167841,1,2019-01-05 00:52:12.117000000,2019-01-05 00:52:12.117000000,2019-01-05 00:52:15.246000000
1000020357534,1000000161945,1,2019-01-05 00:52:11.947000000,2019-01-05 00:52:11.947000000,2019-01-05 00:52:15.266000000
1000020357540,1000000169039,1,2019-01-05 00:52:13.299000000,2019-01-05 00:52:13.299000000,2019-01-05 00:52:15.167000000
1000020357542,1000000169058,1,2019-01-05 00:52:13.346000000,2019-01-05 00:52:13.346000000,2019-01-05 00:52:15.217000000
1000020357545,1000000170087,1,2019-01-05 00:52:13.956000000,2019-01-05 00:52:13.956000000,2019-01-05 00:52:15.104000000
1000020357546,1000000160972,1,2019-01-05 00:52:13.863000000,2019-01-05 00:52:13.863000000,2019-01-05 00:52:15.198000000
1000020357562,1000000161925,1,2019-01-05 00:52:14.890000000,2019-01-05 00:52:14.890000000,2019-01-05 00:52:15.244000000
1000020357564,1000000164912,1,2019-01-05 00:52:14.913000000,2019-01-05 00:52:14.913000000,2019-01-05 00:52:15.140000000
1000020357565,1000000167879,1,2019-01-05 00:52:14.960000000,2019-01-05 00:52:14.960000000,2019-01-05 00:52:20.173000000
1000020357567,1000000166963,1,2019-01-05 00:52:15.265000000,2019-01-05 00:52:15.265000000,2019-01-05 00:52:20.141000000
1000020357571,1000000168757,1,2019-01-05 00:52:15.431000000,2019-01-05 00:52:15.431000000,2019-01-05 00:52:20.140000000
1000020357575,1000000162990,1,2019-01-05 00:52:15.992000000,2019-01-05 00:52:15.992000000,2019-01-05 00:52:20.141000000
1000020357578,1000000168785,1,2019-01-05 00:52:16.266000000,2019-01-05 00:52:16.266000000,2019-01-05 00:52:20.142000000
1000020357580,1000000169094,1,2019-01-05 00:52:15.933000000,2019-01-05 00:52:15.933000000,2019-01-05 00:52:20.490000000
1000020357585,1000000169046,1,2019-01-05 00:52:16.281000000,2019-01-05 00:52:16.281000000,2019-01-05 00:52:20.264000000
1000020357594,1000000172035,1,2019-01-05 00:52:17.257000000,2019-01-05 00:52:17.257000000,2019-01-05 00:52:20.113000000
1000020357596,1000000171064,1,2019-01-05 00:52:17.228000000,2019-01-05 00:52:17.228000000,2019-01-05 00:52:20.145000000
1000020357598,1000000167816,1,2019-01-05 00:52:17.569000000,2019-01-05 00:52:17.569000000,2019-01-05 00:52:20.266000000
1000020357600,1000000171025,1,2019-01-05 00:52:17.396000000,2019-01-05 00:52:17.396000000,2019-01-05 00:52:20.144000000
1000020357606,1000000162998,1,2019-01-05 00:52:18.255000000,2019-01-05 00:52:18.255000000,2019-01-05 00:52:20.870000000
1000020357618,1000000175010,1,2019-01-05 00:52:18.997000000,2019-01-05 00:52:18.997000000,2019-01-05 00:52:20.232000000
1000020357622,1000000168785,1,2019-01-05 00:52:19.363000000,2019-01-05 00:52:19.363000000,2019-01-05 00:52:20.810000000
1000020357629,1000000164868,1,2019-01-05 00:52:20.219000000,2019-01-05 00:52:20.219000000,2019-01-05 00:52:25.216000000
1000020357630,1000000161946,1,2019-01-05 00:52:20.198000000,2019-01-05 00:52:20.198000000,2019-01-05 00:52:25.186000000
1000020357631,1000000171060,1,2019-01-05 00:52:20.281000000,2019-01-05 00:52:20.281000000,2019-01-05 00:52:25.270000000
1000020357633,1000000161911,1,2019-01-05 00:52:20.322000000,2019-01-05 00:52:20.322000000,2019-01-05 00:52:25.254000000
1000020357636,1000000167884,1,2019-01-05 00:52:20.396000000,2019-01-05 00:52:20.396000000,2019-01-05 00:52:25.254000000
1000020357651,1000000169088,1,2019-01-05 00:52:21.408000000,2019-01-05 00:52:21.408000000,2019-01-05 00:52:25.890000000
1000020357652,1000000173034,1,2019-01-05 00:52:21.602000000,2019-01-05 00:52:21.602000000,2019-01-05 00:52:25.224000000
1000020357654,1000000171053,1,2019-01-05 00:52:21.847000000,2019-01-05 00:52:21.847000000,2019-01-05 00:52:25.290000000
1000020357658,1000000163935,1,2019-01-05 00:52:22.750000000,2019-01-05 00:52:22.750000000,2019-01-05 00:52:25.105000000
1000020357662,1000000172042,3,2019-01-05 00:52:19.483000000,2019-01-05 00:52:25.301000000,2019-01-05 00:52:30.650000000
1000020357666,1000000170050,1,2019-01-05 00:52:22.879000000,2019-01-05 00:52:22.879000000,2019-01-05 00:52:25.370000000
1000020357677,1000000156920,1,2019-01-05 00:52:20.832000000,2019-01-05 00:52:20.832000000,2019-01-05 00:52:25.129000000
1000020357685,1000000169097,1,2019-01-05 00:52:24.288000000,2019-01-05 00:52:24.288000000,2019-01-05 00:52:25.222000000
1000020357687,1000000170095,1,2019-01-05 00:52:24.176000000,2019-01-05 00:52:24.176000000,2019-01-05 00:52:25.197000000
1000020357689,1000000171007,1,2019-01-05 00:52:24.806000000,2019-01-05 00:52:24.806000000,2019-01-05 00:52:25.163000000
1000020357697,1000000170074,1,2019-01-05 00:52:25.249000000,2019-01-05 00:52:25.249000000,2019-01-05 00:52:30.276000000
1000020357699,1000000168803,1,2019-01-05 00:52:25.324000000,2019-01-05 00:52:25.324000000,2019-01-05 00:52:30.213000000
1000020357701,1000000172065,1,2019-01-05 00:52:25.371000000,2019-01-05 00:52:25.371000000,2019-01-05 00:52:30.650000000
1000020357706,1000000168753,1,2019-01-05 00:52:25.966000000,2019-01-05 00:52:25.966000000,2019-01-05 00:52:30.184000000
1000020357712,1000000174036,1,2019-01-05 00:52:26.332000000,2019-01-05 00:52:26.332000000,2019-01-05 00:52:30.320000000
1000020357715,1000000166936,1,2019-01-05 00:52:26.724000000,2019-01-05 00:52:26.724000000,2019-01-05 00:52:30.106000000
1000020357717,1000000172037,1,2019-01-05 00:52:26.944000000,2019-01-05 00:52:26.944000000,2019-01-05 00:52:30.135000000
1000020357718,1000000162953,1,2019-01-05 00:52:26.931000000,2019-01-05 00:52:26.931000000,2019-01-05 00:52:30.253000000
1000020357722,1000000158990,1,2019-01-05 00:52:27.760000000,2019-01-05 00:52:27.760000000,2019-01-05 00:52:30.307000000
1000020357733,1000000172044,1,2019-01-05 00:52:27.880000000,2019-01-05 00:52:27.880000000,2019-01-05 00:52:30.136000000
1000020357734,1000000160967,1,2019-01-05 00:52:27.805000000,2019-01-05 00:52:27.805000000,2019-01-05 00:52:30.225000000
1000020357738,1000000169071,1,2019-01-05 00:52:28.134000000,2019-01-05 00:52:28.134000000,2019-01-05 00:52:30.255000000
1000020357741,1000000162976,1,2019-01-05 00:52:28.259000000,2019-01-05 00:52:28.259000000,2019-01-05 00:52:30.138000000
1000020357743,1000000161964,1,2019-01-05 00:52:28.883000000,2019-01-05 00:52:28.883000000,2019-01-05 00:52:30.360000000
1000020357746,1000000169060,1,2019-01-05 00:52:28.916000000,2019-01-05 00:52:28.916000000,2019-01-05 00:52:30.190000000
1000020357747,1000000167856,1,2019-01-05 00:52:28.897000000,2019-01-05 00:52:28.897000000,2019-01-05 00:52:30.247000000
1000020357751,1000000167884,1,2019-01-05 00:52:29.557000000,2019-01-05 00:52:29.557000000,2019-01-05 00:52:30.370000000
1000020357752,1000000162966,1,2019-01-05 00:52:29.558000000,2019-01-05 00:52:29.558000000,2019-01-05 00:52:30.140000000
1000020357756,1000000170044,3,2019-01-05 00:52:27.205000000,2019-01-05 00:52:33.620000000,2019-01-05 00:52:35.222000000
1000020357759,1000000164930,1,2019-01-05 00:52:29.804000000,2019-01-05 00:52:29.804000000,2019-01-05 00:52:30.110000000
1000020357767,1000000172022,1,2019-01-05 00:52:30.678000000,2019-01-05 00:52:30.678000000,2019-01-05 00:52:35.151000000
1000020357777,1000000165800,26,2019-01-05 00:52:31.106000000,2019-01-05 00:53:43.238000000,2019-01-05 00:53:45.140000000
1000020357789,1000000165793,1,2019-01-05 00:52:32.166000000,2019-01-05 00:52:32.166000000,2019-01-05 00:52:35.760000000
1000020357790,1000000172012,1,2019-01-05 00:52:32.480000000,2019-01-05 00:52:32.480000000,2019-01-05 00:52:35.360000000
1000020357793,1000000166935,1,2019-01-05 00:52:29.803000000,2019-01-05 00:52:29.803000000,2019-01-05 00:52:30.380000000
1000020357794,1000000162993,1,2019-01-05 00:52:32.445000000,2019-01-05 00:52:32.445000000,2019-01-05 00:52:35.610000000
1000020357798,1000000160990,1,2019-01-05 00:52:32.559000000,2019-01-05 00:52:32.559000000,2019-01-05 00:52:35.264000000
1000020357800,1000000174040,1,2019-01-05 00:52:32.697000000,2019-01-05 00:52:32.697000000,2019-01-05 00:52:35.360000000
1000020357807,1000000162972,1,2019-01-05 00:52:33.162000000,2019-01-05 00:52:33.162000000,2019-01-05 00:52:35.197000000
1000020357809,1000000165871,1,2019-01-05 00:52:33.376000000,2019-01-05 00:52:33.376000000,2019-01-05 00:52:35.189000000
1000020357816,1000000164916,1,2019-01-05 00:52:33.425000000,2019-01-05 00:52:33.425000000,2019-01-05 00:52:35.380000000
1000020357819,1000000171028,3,2019-01-05 00:52:33.479000000,2019-01-05 00:52:36.759000000,2019-01-05 00:52:40.320000000
1000020357820,1000000156964,1,2019-01-05 00:52:33.833000000,2019-01-05 00:52:33.833000000,2019-01-05 00:52:35.157000000
1000020357826,1000000168798,1,2019-01-05 00:52:34.309000000,2019-01-05 00:52:34.309000000,2019-01-05 00:52:35.191000000
1000020357830,1000000173006,1,2019-01-05 00:52:34.848000000,2019-01-05 00:52:34.848000000,2019-01-05 00:52:35.160000000
1000020357833,1000000169060,1,2019-01-05 00:52:34.854000000,2019-01-05 00:52:34.854000000,2019-01-05 00:52:35.104000000
1000020357836,1000000156942,1,2019-01-05 00:52:35.231000000,2019-01-05 00:52:35.231000000,2019-01-05 00:52:40.175000000
1000020357844,1000000166936,1,2019-01-05 00:52:35.719000000,2019-01-05 00:52:35.719000000,2019-01-05 00:52:40.126000000
1000020357854,1000000162994,1,2019-01-05 00:52:36.955000000,2019-01-05 00:52:36.955000000,2019-01-05 00:52:40.128000000
1000020357856,1000000156893,1,2019-01-05 00:52:37.550000000,2019-01-05 00:52:37.550000000,2019-01-05 00:52:40.297000000
1000020357858,1000000163879,1,2019-01-05 00:52:37.910000000,2019-01-05 00:52:37.910000000,2019-01-05 00:52:40.128000000
1000020357865,1000000161921,1,2019-01-05 00:52:37.732000000,2019-01-05 00:52:37.732000000,2019-01-05 00:52:40.220000000
1000020357868,1000000171038,1,2019-01-05 00:52:38.196000000,2019-01-05 00:52:38.196000000,2019-01-05 00:52:40.350000000
1000020357889,1000000168794,1,2019-01-05 00:52:39.488000000,2019-01-05 00:52:39.488000000,2019-01-05 00:52:40.131000000
1000020357896,1000000159996,1,2019-01-05 00:52:40.385000000,2019-01-05 00:52:40.385000000,2019-01-05 00:52:45.121000000
1000020357900,1000000172066,1,2019-01-05 00:52:40.619000000,2019-01-05 00:52:40.619000000,2019-01-05 00:52:45.121000000
1000020357902,1000000165848,1,2019-01-05 00:52:40.705000000,2019-01-05 00:52:40.705000000,2019-01-05 00:52:45.217000000
1000020357904,1000000168787,1,2019-01-05 00:52:40.745000000,2019-01-05 00:52:40.745000000,2019-01-05 00:52:45.190000000
1000020357908,1000000171038,1,2019-01-05 00:52:40.923000000,2019-01-05 00:52:40.923000000,2019-01-05 00:52:45.217000000
1000020357911,1000000172064,1,2019-01-05 00:52:41.233000000,2019-01-05 00:52:41.233000000,2019-01-05 00:52:45.191000000
1000020357913,1000000164904,1,2019-01-05 00:52:41.421000000,2019-01-05 00:52:41.421000000,2019-01-05 00:52:45.235000000
1000020357921,1000000166957,1,2019-01-05 00:52:42.334000000,2019-01-05 00:52:42.334000000,2019-01-05 00:52:45.310000000
1000020357922,1000000165871,1,2019-01-05 00:52:42.335000000,2019-01-05 00:52:42.335000000,2019-01-05 00:52:45.236000000
1000020357923,1000000157980,1,2019-01-05 00:52:42.597000000,2019-01-05 00:52:42.597000000,2019-01-05 00:52:45.320000000
1000020357929,1000000165879,1,2019-01-05 00:52:43.910000000,2019-01-05 00:52:43.910000000,2019-01-05 00:52:45.269000000
1000020357933,1000000159996,1,2019-01-05 00:52:43.402000000,2019-01-05 00:52:43.402000000,2019-01-05 00:52:45.720000000
1000020357938,1000000172067,1,2019-01-05 00:52:43.786000000,2019-01-05 00:52:43.786000000,2019-01-05 00:52:45.167000000
1000020357940,1000000161955,1,2019-01-05 00:52:43.961000000,2019-01-05 00:52:43.961000000,2019-01-05 00:52:45.139000000
1000020357941,1000000168799,1,2019-01-05 00:52:43.945000000,2019-01-05 00:52:43.945000000,2019-01-05 00:52:45.730000000
1000020357944,1000000166956,1,2019-01-05 00:52:43.774000000,2019-01-05 00:52:43.774000000,2019-01-05 00:52:45.174000000
1000020357955,1000000172047,1,2019-01-05 00:52:44.797000000,2019-01-05 00:52:44.797000000,2019-01-05 00:52:45.127000000
1000020357959,1000000165832,1,2019-01-05 00:52:45.287000000,2019-01-05 00:52:45.287000000,2019-01-05 00:52:50.109000000
1000020357965,1000000160962,1,2019-01-05 00:52:45.442000000,2019-01-05 00:52:45.442000000,2019-01-05 00:52:50.163000000
1000020357972,1000000163902,1,2019-01-05 00:52:45.889000000,2019-01-05 00:52:45.889000000,2019-01-05 00:52:50.222000000
1000020357974,1000000161926,1,2019-01-05 00:52:46.278000000,2019-01-05 00:52:46.278000000,2019-01-05 00:52:50.193000000
1000020357976,1000000160965,1,2019-01-05 00:52:46.405000000,2019-01-05 00:52:46.405000000,2019-01-05 00:52:50.281000000
1000020357984,1000000174031,1,2019-01-05 00:52:46.869000000,2019-01-05 00:52:46.869000000,2019-01-05 00:52:50.113000000
1000020357986,1000000156934,2,2019-01-05 00:52:46.903000000,2019-01-05 00:52:47.420000000,2019-01-05 00:52:50.252000000
1000020357992,1000000170100,1,2019-01-05 00:52:47.134000000,2019-01-05 00:52:47.134000000,2019-01-05 00:52:50.223000000
1000020357995,1000000175018,1,2019-01-05 00:52:47.121000000,2019-01-05 00:52:47.121000000,2019-01-05 00:52:50.193000000
1000020357997,1000000167838,1,2019-01-05 00:52:47.920000000,2019-01-05 00:52:47.920000000,2019-01-05 00:52:50.196000000
1000020358004,1000000163904,1,2019-01-05 00:51:34.219000000,2019-01-05 00:51:34.219000000,2019-01-05 00:51:35.370000000
1000020358012,1000000163879,1,2019-01-05 00:51:34.213000000,2019-01-05 00:51:34.213000000,2019-01-05 00:51:35.124000000
1000020358019,1000000156898,1,2019-01-05 00:51:35.498000000,2019-01-05 00:51:35.498000000,2019-01-05 00:51:40.820000000
1000020358028,1000000172063,1,2019-01-05 00:51:35.817000000,2019-01-05 00:51:35.817000000,2019-01-05 00:51:40.247000000
1000020358040,1000000162959,1,2019-01-05 00:51:36.869000000,2019-01-05 00:51:36.869000000,2019-01-05 00:51:40.300000000
1000020358043,1000000156963,1,2019-01-05 00:51:35.867000000,2019-01-05 00:51:35.867000000,2019-01-05 00:51:40.135000000
1000020358044,1000000156904,1,2019-01-05 00:51:37.301000000,2019-01-05 00:51:37.301000000,2019-01-05 00:51:40.219000000
1000020358050,1000000170069,1,2019-01-05 00:51:36.635000000,2019-01-05 00:51:36.635000000,2019-01-05 00:51:40.250000000
1000020358052,1000000163927,1,2019-01-05 00:51:38.631000000,2019-01-05 00:51:38.631000000,2019-01-05 00:51:40.110000000
1000020358055,1000000161921,1,2019-01-05 00:51:37.758000000,2019-01-05 00:51:37.758000000,2019-01-05 00:51:40.198000000
1000020358056,1000000163930,1,2019-01-05 00:51:38.940000000,2019-01-05 00:51:38.940000000,2019-01-05 00:51:40.160000000
1000020358059,1000000161935,1,2019-01-05 00:51:38.224000000,2019-01-05 00:51:38.224000000,2019-01-05 00:51:40.167000000
1000020358060,1000000162951,1,2019-01-05 00:51:38.236000000,2019-01-05 00:51:38.236000000,2019-01-05 00:51:40.251000000
1000020358061,1000000174005,1,2019-01-05 00:51:38.490000000,2019-01-05 00:51:38.490000000,2019-01-05 00:51:40.109000000
1000020358068,1000000168740,1,2019-01-05 00:51:39.360000000,2019-01-05 00:51:39.360000000,2019-01-05 00:51:40.111000000
1000020358074,1000000163941,1,2019-01-05 00:51:39.968000000,2019-01-05 00:51:39.968000000,2019-01-05 00:51:45.245000000
1000020358075,1000000165857,1,2019-01-05 00:51:39.935000000,2019-01-05 00:51:39.935000000,2019-01-05 00:51:40.253000000
1000020358080,1000000167861,1,2019-01-05 00:51:40.460000000,2019-01-05 00:51:40.460000000,2019-01-05 00:51:45.292000000
1000020358091,1000000156937,1,2019-01-05 00:51:40.958000000,2019-01-05 00:51:40.958000000,2019-01-05 00:51:45.245000000
1000020358093,1000000164840,1,2019-01-05 00:51:41.106000000,2019-01-05 00:51:41.106000000,2019-01-05 00:51:45.111000000
1000020358097,1000000170079,1,2019-01-05 00:51:41.212000000,2019-01-05 00:51:41.212000000,2019-01-05 00:51:45.500000000
1000020358098,1000000168778,1,2019-01-05 00:51:41.151000000,2019-01-05 00:51:41.151000000,2019-01-05 00:51:45.184000000
1000020358104,1000000170083,1,2019-01-05 00:51:41.798000000,2019-01-05 00:51:41.798000000,2019-01-05 00:51:45.219000000
1000020358111,1000000163925,1,2019-01-05 00:51:42.382000000,2019-01-05 00:51:42.382000000,2019-01-05 00:51:45.820000000
1000020358113,1000000160978,1,2019-01-05 00:51:42.351000000,2019-01-05 00:51:42.351000000,2019-01-05 00:51:45.165000000
1000020358121,1000000157970,1,2019-01-05 00:51:43.178000000,2019-01-05 00:51:43.178000000,2019-01-05 00:51:45.156000000
1000020358124,1000000156900,1,2019-01-05 00:51:42.748000000,2019-01-05 00:51:42.748000000,2019-01-05 00:51:45.520000000
1000020358128,1000000165806,1,2019-01-05 00:51:43.282000000,2019-01-05 00:51:43.282000000,2019-01-05 00:51:45.260000000
1000020358138,1000000173011,1,2019-01-05 00:51:43.951000000,2019-01-05 00:51:43.951000000,2019-01-05 00:51:45.218000000
1000020358143,1000000173033,1,2019-01-05 00:51:45.390000000,2019-01-05 00:51:45.390000000,2019-01-05 00:51:50.233000000
1000020358146,1000000162966,1,2019-01-05 00:51:44.424000000,2019-01-05 00:51:44.424000000,2019-01-05 00:51:45.850000000
1000020358150,1000000161933,1,2019-01-05 00:51:44.710000000,2019-01-05 00:51:44.710000000,2019-01-05 00:51:45.189000000
1000020358160,1000000165876,1,2019-01-05 00:51:45.659000000,2019-01-05 00:51:45.659000000,2019-01-05 00:51:50.109000000
1000020358163,1000000166919,2,2019-01-05 00:51:43.233000000,2019-01-05 00:51:46.400000000,2019-01-05 00:51:50.234000000
1000020358164,1000000165867,2,2019-01-05 00:51:46.270000000,2019-01-05 00:51:46.222000000,2019-01-05 00:51:50.227000000
1000020358165,1000000164871,1,2019-01-05 00:51:46.220000000,2019-01-05 00:51:46.220000000,2019-01-05 00:51:50.139000000
1000020358179,1000000168753,1,2019-01-05 00:51:46.956000000,2019-01-05 00:51:46.956000000,2019-01-05 00:51:50.199000000
1000020358181,1000000156942,1,2019-01-05 00:51:47.307000000,2019-01-05 00:51:47.307000000,2019-01-05 00:51:50.530000000
1000020358183,1000000169081,1,2019-01-05 00:51:47.289000000,2019-01-05 00:51:47.289000000,2019-01-05 00:51:50.169000000
1000020358186,1000000168784,1,2019-01-05 00:51:47.469000000,2019-01-05 00:51:47.469000000,2019-01-05 00:51:50.229000000
1000020358187,1000000161945,2,2019-01-05 00:51:47.340000000,2019-01-05 00:51:47.511000000,2019-01-05 00:51:50.430000000
1000020358191,1000000168775,1,2019-01-05 00:51:47.655000000,2019-01-05 00:51:47.655000000,2019-01-05 00:51:50.540000000
1000020358194,1000000164861,1,2019-01-05 00:51:48.158000000,2019-01-05 00:51:48.158000000,2019-01-05 00:51:50.202000000
1000020358197,1000000167884,1,2019-01-05 00:51:47.422000000,2019-01-05 00:51:47.422000000,2019-01-05 00:51:50.111000000
1000020358200,1000000156959,1,2019-01-05 00:51:48.572000000,2019-01-05 00:51:48.572000000,2019-01-05 00:51:50.231000000
1000020358204,1000000166955,1,2019-01-05 00:51:48.759000000,2019-01-05 00:51:48.759000000,2019-01-05 00:51:50.231000000
1000020358212,1000000171062,1,2019-01-05 00:51:48.872000000,2019-01-05 00:51:48.872000000,2019-01-05 00:51:50.268000000
1000020358222,1000000156916,1,2019-01-05 00:51:49.749000000,2019-01-05 00:51:49.749000000,2019-01-05 00:51:50.290000000
1000020358224,1000000163938,1,2019-01-05 00:51:50.470000000,2019-01-05 00:51:50.470000000,2019-01-05 00:51:55.540000000
1000020358226,1000000175009,1,2019-01-05 00:51:50.600000000,2019-01-05 00:51:50.600000000,2019-01-05 00:51:55.152000000
1000020358229,1000000167868,1,2019-01-05 00:51:50.237000000,2019-01-05 00:51:50.237000000,2019-01-05 00:51:55.240000000
1000020358231,1000000161911,1,2019-01-05 00:51:50.314000000,2019-01-05 00:51:50.314000000,2019-01-05 00:51:55.241000000
1000020358232,1000000171033,1,2019-01-05 00:51:50.350000000,2019-01-05 00:51:50.350000000,2019-01-05 00:51:55.182000000
1000020358236,1000000174028,1,2019-01-05 00:51:51.870000000,2019-01-05 00:51:51.870000000,2019-01-05 00:51:55.154000000
1000020358238,1000000159992,1,2019-01-05 00:51:51.471000000,2019-01-05 00:51:51.471000000,2019-01-05 00:51:55.254000000
